point_id,state,latitude,longitude,elevation_m,slope_deg,aspect_deg,lithology_factor,fault_dist_km,river_dist_km,ndvi,soil_thickness_m,rain_24h_mm,rain_72h_ari_mm,soil_moisture_pct,factor_of_safety,landslide_occurred,hazard_severity
PT-0553,Nagaland,25.85278,93.84241,1605,36.51,195,0.93,6.34,2.13,0.44,1.51,17.2,50.6,54.5,1.71,0,LOW
PT-0554,Assam (Dima Hasao),25.46354,92.54933,2531,25.09,194,0.88,4.0,0.23,0.55,2.86,19.4,94.6,67.6,1.57,0,LOW
PT-0555,Meghalaya,25.1337,92.48194,2405,37.31,275,0.9,4.15,1.81,0.41,1.48,11.6,73.4,63.6,1.65,0,LOW
PT-0556,Sikkim,27.44866,88.37067,2259,45.84,293,0.88,6.41,1.14,0.4,1.83,20.0,171.6,79.9,1.19,0,MODERATE
PT-0557,Assam (Dima Hasao),25.41049,92.47308,1860,38.12,249,0.91,4.89,1.81,0.5,1.35,24.9,109.6,68.8,1.7,0,LOW
PT-0558,Arunachal Pradesh,27.88926,91.71928,2290,37.98,356,0.9,4.52,1.25,0.37,1.71,44.0,67.9,64.3,1.48,0,LOW
PT-0559,Mizoram,23.66904,92.30643,2610,47.51,149,0.95,3.39,1.79,0.31,2.43,96.9,128.7,76.2,0.98,1,HIGH
PT-0560,Meghalaya,24.96187,92.93924,1868,34.05,28,0.75,12.34,0.48,0.39,3.16,31.7,206.7,91.7,0.96,1,SEVERE
PT-0561,Manipur,24.954,93.56256,2309,32.93,305,0.98,5.64,0.89,0.51,2.75,40.0,197.7,90.0,1.08,0,MODERATE
PT-0562,Mizoram,23.8788,92.64414,2212,43.73,62,0.87,5.56,1.17,0.31,2.26,16.0,154.0,81.8,1.04,1,HIGH
PT-0563,Meghalaya,24.97075,92.95995,1778,34.15,64,0.75,3.36,2.01,0.51,1.41,5.9,112.6,70.1,1.77,0,LOW
PT-0564,Tripura,23.39672,92.25457,1553,12.55,333,0.55,9.5,2.13,0.71,1.4,9.9,116.4,73.6,3.0,0,LOW
PT-0565,Nagaland,25.12697,94.0801,2042,37.15,131,0.97,2.59,2.16,0.44,1.8,27.5,198.5,83.7,1.34,1,SEVERE
PT-0566,Mizoram,23.1754,93.24495,2035,45.16,273,0.86,4.95,1.56,0.38,3.17,38.6,88.2,60.4,0.93,1,HIGH
PT-0567,Sikkim,27.01452,88.22569,2899,37.64,68,0.9,2.61,0.85,0.38,2.37,14.7,92.7,69.4,1.19,0,MODERATE
PT-0568,Manipur,25.20728,94.55369,1386,30.07,73,0.9,3.18,1.64,0.58,2.53,23.3,146.8,80.5,1.3,0,LOW
PT-0569,Meghalaya,25.01362,91.94419,2042,43.99,13,0.92,3.91,0.67,0.39,2.5,20.0,49.7,60.0,1.08,0,MODERATE
PT-0570,Mizoram,23.2956,93.06772,2357,39.5,113,0.85,3.08,2.04,0.37,2.6,86.1,181.9,85.3,1.0,1,SEVERE
PT-0571,Mizoram,23.78185,92.83896,2070,43.65,199,0.81,6.9,1.52,0.43,2.21,23.1,135.8,72.5,1.11,0,MODERATE
PT-0572,Meghalaya,25.29908,91.9312,1946,30.61,327,0.92,6.27,0.62,0.51,2.55,214.3,361.0,98.0,1.14,0,MODERATE
PT-0573,Mizoram,24.26314,92.73471,1421,36.65,117,0.83,7.68,2.09,0.43,1.69,4.1,139.5,80.1,1.43,1,HIGH
PT-0574,Meghalaya,25.20038,91.8615,2845,32.14,5,0.92,4.58,1.17,0.52,2.06,240.0,401.5,98.0,1.26,0,LOW
PT-0575,Manipur,24.67668,93.64822,2093,38.44,217,0.93,6.46,0.61,0.47,3.09,44.6,146.7,78.4,0.96,1,HIGH
PT-0576,Tripura,24.47758,92.05943,1422,32.73,115,0.56,7.14,0.38,0.45,1.11,9.3,184.3,83.9,2.06,0,LOW
PT-0577,Assam (Dima Hasao),25.56807,93.43093,1799,38.89,247,0.82,4.6,1.65,0.44,1.48,135.2,256.3,98.0,1.41,1,SEVERE
PT-0578,Sikkim,27.8525,89.07099,2171,43.5,3,0.9,3.0,0.84,0.31,2.96,21.9,53.6,56.7,1.01,0,MODERATE
PT-0579,Nagaland,25.71492,94.46821,2576,24.96,3,0.83,5.17,0.57,0.53,1.66,10.1,159.0,76.1,2.01,0,LOW
PT-0580,Tripura,24.10754,91.77723,2156,33.93,2,0.6,11.11,0.52,0.42,1.09,68.1,231.8,92.6,1.98,0,LOW
PT-0581,Assam (Dima Hasao),25.70805,93.56164,2006,38.75,250,0.87,8.02,1.6,0.4,2.68,27.6,195.0,91.3,0.96,1,SEVERE
PT-0582,Manipur,24.8177,94.56921,1954,39.03,176,0.89,6.65,0.6,0.45,1.75,38.2,124.9,70.4,1.4,0,LOW
PT-0583,Tripura,23.41914,91.76474,1328,17.04,95,0.58,9.64,1.91,0.69,1.54,13.9,145.5,80.1,2.94,0,LOW
PT-0584,Meghalaya,24.7364,92.78585,1916,33.07,61,0.76,3.3,2.18,0.54,1.94,9.1,32.5,51.2,1.62,0,LOW
PT-0585,Mizoram,23.96019,93.28615,2563,41.39,31,0.87,5.38,0.74,0.37,1.62,27.1,94.9,61.4,1.46,0,LOW
PT-0586,Sikkim,26.73064,88.79252,2528,39.33,143,0.96,2.27,0.49,0.49,1.8,5.1,22.4,50.4,1.48,0,LOW
PT-0587,Meghalaya,24.90745,92.64955,2525,27.61,270,0.85,3.88,0.68,0.53,1.19,49.7,164.0,76.5,2.29,0,LOW
PT-0588,Assam (Dima Hasao),24.80151,92.94492,2509,49.56,316,0.83,7.23,2.18,0.29,2.59,10.6,116.4,68.1,0.95,1,HIGH
PT-0589,Arunachal Pradesh,28.0539,91.78818,1586,40.64,34,0.82,3.35,2.1,0.46,1.37,171.3,234.1,98.0,1.46,1,SEVERE
PT-0590,Sikkim,27.68327,88.83256,1918,41.56,350,0.89,3.8,0.26,0.39,2.12,24.7,139.9,72.8,1.17,0,MODERATE
PT-0591,Sikkim,26.922,88.26137,1590,36.93,262,0.87,5.08,1.2,0.41,1.48,29.8,73.0,56.5,1.71,0,LOW
PT-0592,Assam (Dima Hasao),24.92021,93.17754,1924,40.65,68,0.81,7.91,1.45,0.37,2.81,0.1,72.4,62.0,1.06,0,MODERATE
PT-0593,Arunachal Pradesh,27.36947,92.38571,2157,48.38,68,0.8,3.86,0.78,0.28,2.8,14.9,189.2,83.4,0.85,1,SEVERE
PT-0594,Sikkim,27.37487,89.17451,1669,44.3,54,0.92,4.91,2.09,0.34,2.38,14.3,102.3,65.7,1.08,0,MODERATE
PT-0595,Assam (Dima Hasao),25.268,93.37928,1821,35.08,118,0.91,5.42,0.41,0.45,2.09,84.5,128.6,74.0,1.33,0,LOW
PT-0596,Meghalaya,25.28708,91.78526,2246,38.44,201,0.87,3.72,0.4,0.42,2.0,23.1,157.6,76.0,1.26,0,LOW
PT-0597,Sikkim,27.45395,88.45345,2355,55.92,329,0.97,2.35,1.72,0.25,3.06,78.6,95.2,68.9,0.82,1,HIGH
PT-0598,Arunachal Pradesh,28.00326,91.35196,2793,52.12,227,0.88,2.42,1.11,0.27,2.2,39.2,57.7,53.1,1.1,0,MODERATE
PT-0599,Mizoram,23.24308,93.17375,2208,39.68,114,0.77,4.19,0.41,0.44,1.5,22.3,183.2,88.5,1.43,1,SEVERE
PT-0600,Nagaland,25.67018,94.57892,3030,41.99,144,0.87,4.89,0.35,0.47,3.02,32.2,76.6,62.2,1.0,0,MODERATE
PT-0601,Meghalaya,25.32532,91.94026,1802,32.84,146,0.8,3.47,2.02,0.5,3.05,37.0,64.6,54.2,1.28,0,LOW
PT-0602,Meghalaya,25.44334,91.93591,2364,40.89,244,0.89,3.5,1.0,0.45,1.32,6.8,148.4,76.2,1.62,0,LOW
PT-0603,Tripura,23.8286,92.08211,2029,14.58,170,0.56,13.21,2.04,0.61,2.21,33.9,137.4,72.5,2.91,0,LOW
PT-0604,Nagaland,25.77716,93.89621,1912,28.82,112,0.94,3.17,0.11,0.59,1.04,158.0,324.9,98.0,2.26,0,LOW
PT-0605,Arunachal Pradesh,27.41303,92.26919,2151,44.74,235,0.75,6.3,2.14,0.44,1.53,7.5,45.2,59.6,1.47,0,LOW
PT-0606,Meghalaya,24.96295,91.79162,1986,43.06,359,0.75,5.38,1.1,0.41,1.35,7.6,63.0,54.0,1.66,0,LOW
PT-0607,Manipur,24.83966,93.63891,1549,37.5,357,0.98,4.59,1.62,0.43,2.42,5.9,30.8,53.2,1.28,0,LOW
PT-0608,Meghalaya,25.11395,91.77304,1601,41.62,232,0.84,7.62,2.03,0.4,2.56,8.5,184.1,85.7,0.97,1,SEVERE
PT-0609,Meghalaya,25.40176,92.24048,2180,43.03,286,0.85,3.4,1.55,0.39,2.44,23.9,47.9,54.3,1.14,0,MODERATE
PT-0610,Manipur,24.89368,93.55008,2353,47.0,171,0.8,3.83,1.24,0.29,2.31,18.9,124.9,73.9,1.03,0,MODERATE
PT-0611,Sikkim,27.0184,88.10205,2224,39.94,247,0.79,2.94,2.08,0.34,1.78,25.4,72.6,63.5,1.4,0,LOW
PT-0612,Arunachal Pradesh,28.14862,92.09319,2545,50.28,257,0.74,5.62,0.42,0.34,1.84,95.5,158.4,76.4,1.17,0,MODERATE
PT-0613,Tripura,23.4145,92.00114,1635,31.21,110,0.69,8.65,1.71,0.44,3.12,65.2,187.7,90.6,1.05,0,MODERATE
PT-0614,Arunachal Pradesh,27.51698,91.40744,2813,41.34,220,0.73,4.62,1.53,0.36,3.19,48.1,156.6,84.4,0.86,1,HIGH
PT-0615,Nagaland,26.04567,93.56115,1844,45.48,44,0.9,4.02,0.46,0.34,1.15,21.8,48.5,57.8,1.8,0,LOW
PT-0616,Tripura,23.62953,91.81791,2425,25.42,332,0.71,13.03,2.14,0.54,1.8,26.3,143.5,78.4,1.86,0,LOW
PT-0617,Tripura,23.76008,92.2638,1609,32.93,349,0.61,7.5,1.94,0.55,1.09,7.6,153.0,80.7,2.1,0,LOW
PT-0618,Sikkim,26.91547,88.12636,2589,35.07,37,0.82,7.18,1.51,0.43,2.03,85.3,118.3,67.8,1.39,0,LOW
PT-0619,Nagaland,26.18095,94.49699,1933,39.57,168,0.81,3.55,1.37,0.37,2.63,30.3,135.2,79.2,1.03,0,MODERATE
PT-0620,Meghalaya,25.27826,92.14422,2152,45.97,194,0.74,7.33,1.76,0.44,1.47,1.2,141.4,75.3,1.42,0,LOW
PT-0621,Mizoram,23.88282,92.21031,2350,46.93,152,0.94,4.3,0.98,0.31,2.96,2.8,165.5,80.7,0.85,1,SEVERE
PT-0622,Mizoram,23.31744,92.52913,2393,32.56,352,0.93,11.22,1.02,0.54,2.25,30.2,192.7,84.4,1.27,0,LOW
PT-0623,Meghalaya,24.89848,92.94364,1844,47.46,162,0.73,8.87,2.06,0.35,1.7,35.3,93.7,67.8,1.29,0,LOW
PT-0624,Tripura,24.45199,92.27872,1336,18.89,296,0.55,6.62,2.16,0.58,2.2,23.7,96.1,70.7,2.3,0,LOW
PT-0625,Sikkim,27.17431,88.43655,2553,39.94,63,0.92,4.62,1.06,0.4,1.77,37.0,178.2,80.3,1.31,1,SEVERE
PT-0626,Meghalaya,25.06059,92.20775,1992,31.77,223,0.81,7.86,1.55,0.48,1.62,46.6,203.0,94.6,1.53,0,LOW
PT-0627,Nagaland,25.18757,93.40971,2097,42.2,319,0.98,2.76,1.03,0.41,1.07,27.3,79.1,61.9,1.94,0,LOW
PT-0628,Manipur,24.7974,94.44761,2030,44.64,237,0.87,7.29,1.58,0.42,1.02,12.7,74.5,65.2,1.96,0,LOW
PT-0629,Mizoram,23.48888,93.19321,1917,49.45,2,0.95,4.14,0.13,0.28,1.82,41.9,155.9,77.6,1.18,0,MODERATE
PT-0630,Manipur,24.9502,94.58819,2601,41.8,26,0.95,5.16,0.37,0.42,3.15,117.3,217.7,92.3,0.82,1,SEVERE
PT-0631,Nagaland,25.93203,93.5416,2475,46.24,200,0.97,4.97,0.65,0.37,3.09,4.9,92.1,66.6,0.9,1,HIGH
PT-0632,Meghalaya,24.54338,92.60909,1992,38.67,195,0.74,6.51,2.17,0.45,2.71,52.9,104.5,64.9,1.11,0,MODERATE
PT-0633,Assam (Dima Hasao),25.44158,93.37852,2213,30.8,26,0.81,10.83,1.42,0.52,2.27,30.7,144.0,72.8,1.42,0,LOW
PT-0634,Mizoram,23.43439,92.32675,2515,52.8,106,0.85,4.49,0.15,0.24,3.11,58.1,135.0,72.8,0.81,1,HIGH
PT-0635,Tripura,24.29026,91.46577,1723,30.7,290,0.66,10.82,0.35,0.47,1.76,32.0,47.8,55.7,1.79,0,LOW
PT-0636,Mizoram,24.2319,92.34141,2213,41.59,262,0.92,3.41,0.87,0.47,1.06,4.4,133.5,70.6,1.93,0,LOW
PT-0637,Mizoram,23.69789,93.25388,2560,34.49,150,0.86,6.94,1.02,0.53,3.03,11.0,165.6,83.6,1.03,0,MODERATE
PT-0638,Manipur,24.78347,94.37178,2019,34.15,105,0.98,4.67,1.95,0.45,2.64,33.0,148.2,76.9,1.17,0,MODERATE
PT-0639,Arunachal Pradesh,27.42875,92.00924,2423,48.17,17,0.91,2.23,0.96,0.37,2.93,28.9,109.6,65.3,0.91,1,HIGH
PT-0640,Arunachal Pradesh,27.49526,91.4731,2583,44.15,190,0.79,5.28,0.36,0.35,1.02,31.3,177.5,88.0,1.85,1,SEVERE
PT-0641,Nagaland,25.54271,94.11216,2137,35.56,142,0.94,9.81,1.8,0.48,2.26,35.7,122.5,75.1,1.25,0,LOW
PT-0642,Assam (Dima Hasao),24.80655,93.37327,2034,12.17,215,0.78,5.51,1.36,0.66,1.52,0.9,145.1,77.7,3.0,0,LOW
PT-0643,Sikkim,27.82397,88.34124,1971,46.15,273,0.96,2.1,1.45,0.3,1.21,37.5,97.8,69.1,1.68,0,LOW
PT-0644,Manipur,24.75572,94.34954,2134,35.67,152,0.93,4.52,1.88,0.53,1.27,48.1,67.9,55.4,1.94,0,LOW
PT-0645,Sikkim,26.89648,89.19225,1840,49.75,115,0.81,2.53,1.99,0.31,2.99,47.0,205.2,87.7,0.79,1,SEVERE
PT-0646,Sikkim,26.86296,89.13657,2412,47.97,313,0.94,3.19,1.57,0.42,2.28,19.2,58.6,58.7,1.09,0,MODERATE
PT-0647,Manipur,25.42428,94.22188,2094,32.49,244,0.92,12.36,0.78,0.52,1.5,17.6,46.3,55.8,1.87,0,LOW
PT-0648,Assam (Dima Hasao),25.36138,93.29232,2160,35.83,253,0.77,4.03,0.55,0.5,1.41,11.7,124.1,72.6,1.7,0,LOW
PT-0649,Arunachal Pradesh,27.89259,91.62419,2397,39.84,258,0.74,1.85,2.03,0.4,2.0,14.1,95.1,61.6,1.31,0,LOW
PT-0650,Manipur,24.85704,93.78858,1760,45.41,75,0.88,3.28,0.33,0.29,2.01,32.3,134.9,73.2,1.15,0,MODERATE
PT-0651,Nagaland,26.19231,93.49088,2248,35.11,257,0.89,3.52,1.03,0.44,1.11,131.6,178.6,81.2,1.98,0,LOW
PT-0652,Meghalaya,25.22286,92.39548,2074,28.01,348,0.74,3.92,0.33,0.46,2.97,13.6,116.4,68.4,1.39,0,LOW
PT-0653,Manipur,25.13029,93.54157,1413,36.44,137,0.89,3.47,0.53,0.47,2.55,0.2,45.7,59.1,1.24,0,MODERATE
PT-0654,Tripura,24.20691,92.27308,1512,24.26,348,0.54,6.52,1.99,0.49,1.03,20.3,64.6,56.9,3.0,0,LOW
PT-0655,Nagaland,25.28487,94.30231,2184,45.98,242,0.92,4.18,0.62,0.3,2.8,232.4,385.2,98.0,0.81,1,SEVERE
PT-0656,Meghalaya,25.41599,92.69031,2431,46.95,171,0.82,6.52,2.18,0.32,2.07,0.7,73.9,63.4,1.15,0,MODERATE
PT-0657,Tripura,23.45531,92.07294,1639,25.79,210,0.7,8.69,0.4,0.53,1.54,48.8,123.1,74.5,2.06,0,LOW
PT-0658,Assam (Dima Hasao),25.67478,92.86333,2200,39.67,320,0.9,9.74,1.04,0.49,2.16,56.8,218.3,91.9,1.09,1,SEVERE
PT-0659,Manipur,25.79432,93.7515,2558,41.6,359,0.86,5.37,1.01,0.4,3.13,18.0,193.0,87.4,0.85,1,SEVERE
PT-0660,Meghalaya,25.06958,91.94027,1958,46.26,340,0.76,4.87,0.24,0.33,2.0,87.3,122.7,71.9,1.15,0,MODERATE
PT-0661,Sikkim,27.24639,88.7923,2271,47.71,179,0.96,5.85,1.15,0.43,2.23,37.1,75.6,64.0,1.09,0,MODERATE
PT-0662,Manipur,25.36227,93.51686,2518,39.65,181,0.84,5.84,0.91,0.4,2.99,46.4,159.9,76.9,0.97,1,HIGH
PT-0663,Manipur,25.47471,93.80698,1879,27.97,102,0.84,4.35,0.52,0.49,1.65,25.8,71.1,63.5,1.94,0,LOW
PT-0664,Manipur,24.77525,94.05189,1740,34.95,350,0.93,4.58,1.0,0.45,1.9,40.9,213.9,91.3,1.29,0,LOW
PT-0665,Meghalaya,25.24825,92.12287,2478,36.42,65,0.85,8.95,1.94,0.38,2.86,55.4,146.8,79.9,1.04,0,MODERATE
PT-0666,Tripura,24.32704,91.35159,2725,23.23,54,0.6,6.26,0.71,0.55,1.73,67.4,193.7,90.0,1.94,0,LOW
PT-0667,Sikkim,27.57189,88.61952,1922,23.86,69,0.82,4.82,1.89,0.52,1.68,5.3,100.3,68.9,2.16,0,LOW
PT-0668,Nagaland,25.16057,93.57363,1874,45.62,126,0.84,4.1,1.85,0.36,1.12,25.9,203.0,92.9,1.68,1,SEVERE
PT-0669,Mizoram,24.10602,92.92758,1824,46.59,221,0.8,2.85,0.4,0.4,1.53,60.1,108.2,68.6,1.4,0,LOW
PT-0670,Mizoram,23.92104,93.26091,2222,28.88,200,0.85,6.82,1.07,0.56,1.33,6.4,85.7,64.7,2.15,0,LOW
PT-0671,Sikkim,27.50413,89.07187,2199,40.38,181,0.97,3.58,1.62,0.38,3.16,96.8,194.8,86.3,0.87,1,SEVERE
PT-0672,Manipur,25.27565,93.6294,2546,44.36,288,0.86,6.14,1.75,0.34,2.68,25.0,191.2,88.5,0.9,1,SEVERE
PT-0673,Manipur,25.81507,94.14701,2627,42.99,259,0.95,4.86,0.37,0.36,3.1,48.0,129.6,69.0,0.93,1,HIGH
PT-0674,Meghalaya,24.78805,92.55831,2061,24.69,165,0.88,13.15,1.8,0.58,1.52,12.8,175.1,86.1,2.04,0,LOW
PT-0675,Manipur,25.76685,93.49431,2226,37.99,37,0.88,4.17,1.43,0.36,1.38,29.8,66.8,61.1,1.72,0,LOW
PT-0676,Assam (Dima Hasao),24.80486,92.99932,1799,32.68,82,0.85,5.88,1.76,0.41,1.05,9.3,29.8,48.0,2.41,0,LOW
PT-0677,Sikkim,27.16147,88.48963,2230,39.22,94,0.92,9.91,1.63,0.43,1.42,87.9,185.5,84.4,1.52,1,SEVERE
PT-0678,Meghalaya,25.47192,92.28665,1554,25.24,291,0.75,7.01,0.73,0.48,1.51,19.9,71.9,65.2,2.22,0,LOW
PT-0679,Mizoram,23.58851,92.53949,2052,43.06,147,0.78,4.94,1.89,0.46,2.1,2.9,133.0,70.4,1.16,0,MODERATE
PT-0680,Tripura,24.44431,92.43192,1636,24.9,215,0.58,7.02,1.71,0.48,2.2,46.6,171.1,86.4,1.61,0,LOW
PT-0681,Assam (Dima Hasao),25.16227,93.37679,1837,25.53,18,0.83,4.18,0.97,0.58,3.04,26.5,62.9,61.1,1.57,0,LOW
PT-0682,Nagaland,25.12272,93.99913,1863,34.33,155,0.96,7.73,0.58,0.53,1.06,13.8,129.1,72.2,2.14,0,LOW
PT-0683,Sikkim,27.393,88.06257,1732,43.14,220,0.92,3.99,0.34,0.33,2.35,20.8,92.4,69.5,1.09,0,MODERATE
PT-0684,Assam (Dima Hasao),24.84844,93.11634,2599,36.78,274,0.87,15.76,0.13,0.48,2.79,6.8,51.6,51.8,1.22,0,MODERATE
PT-0685,Arunachal Pradesh,27.7029,92.31851,2337,47.95,203,0.82,1.83,0.26,0.31,2.2,66.4,140.3,80.0,1.03,0,MODERATE
PT-0686,Assam (Dima Hasao),25.10225,92.77326,2353,28.63,334,0.81,9.59,0.77,0.52,1.23,26.5,198.3,88.5,2.07,0,LOW
PT-0687,Nagaland,25.32427,93.55456,2126,44.37,283,0.84,3.66,1.81,0.32,3.15,34.2,124.1,68.4,0.9,1,HIGH
PT-0688,Tripura,24.32359,91.57436,1554,20.61,43,0.54,10.82,0.91,0.5,1.84,12.7,90.3,66.5,2.38,0,LOW
PT-0689,Sikkim,27.52248,88.03757,1449,43.44,311,0.93,3.02,1.84,0.35,2.66,1.4,136.2,76.2,0.97,1,HIGH
PT-0690,Manipur,25.59914,94.53428,1494,38.21,283,0.87,6.19,1.52,0.49,3.06,42.5,151.3,78.5,0.97,1,HIGH
PT-0691,Meghalaya,25.66237,92.3208,2048,41.53,7,0.79,6.07,0.68,0.48,2.7,42.3,63.7,56.8,1.1,0,MODERATE
PT-0692,Mizoram,23.91108,93.04891,1754,43.79,63,0.83,5.5,1.86,0.44,1.98,0.4,21.5,48.3,1.31,0,LOW
PT-0693,Assam (Dima Hasao),25.06033,93.10548,2382,49.04,282,0.82,4.17,0.48,0.38,1.61,10.7,129.7,70.0,1.32,0,LOW
PT-0694,Sikkim,27.00921,88.78552,2651,45.58,225,0.9,2.11,1.61,0.3,2.57,14.9,141.8,79.8,0.95,1,HIGH
PT-0695,Arunachal Pradesh,27.62853,91.30368,2507,44.35,259,0.81,3.29,0.6,0.35,1.82,23.7,144.6,80.6,1.21,1,HIGH
PT-0696,Meghalaya,24.53963,92.48836,2791,22.98,333,0.8,10.34,0.72,0.48,1.81,8.1,120.7,67.6,2.15,0,LOW
PT-0697,Assam (Dima Hasao),25.53964,93.02296,1615,36.72,297,0.9,11.03,0.9,0.46,2.45,71.9,194.0,92.2,1.05,1,SEVERE
PT-0698,Assam (Dima Hasao),25.24848,93.60738,1609,26.66,275,0.91,8.7,1.21,0.46,2.04,29.1,88.5,67.8,1.76,0,LOW
PT-0699,Mizoram,24.21328,92.50442,1281,46.26,118,0.86,6.25,0.34,0.32,2.61,21.3,94.4,65.8,0.99,1,HIGH
PT-0700,Arunachal Pradesh,27.764,91.97626,2454,36.58,291,0.89,12.31,2.04,0.4,3.0,35.0,149.9,80.9,1.0,1,HIGH
PT-0701,Arunachal Pradesh,27.35661,91.34781,2816,25.14,294,0.82,6.83,0.52,0.49,2.0,27.1,168.4,84.2,1.71,0,LOW
PT-0702,Tripura,24.21142,91.40168,1789,33.79,353,0.56,6.19,1.18,0.47,1.85,6.8,136.8,72.5,1.48,0,LOW
PT-0703,Mizoram,23.26284,93.18691,1920,48.06,315,0.79,6.0,0.25,0.42,3.09,33.4,170.6,81.9,0.81,1,SEVERE
PT-0704,Tripura,24.16014,92.13013,1249,24.35,260,0.55,11.65,1.35,0.53,2.43,28.9,127.8,74.0,1.68,0,LOW
PT-0705,Nagaland,25.35872,93.98195,2291,47.64,268,0.92,7.15,1.0,0.32,1.7,7.7,157.0,81.9,1.23,1,HIGH
PT-0706,Assam (Dima Hasao),25.08665,92.74391,1816,39.74,177,0.82,4.32,0.68,0.41,2.95,124.9,303.1,98.0,0.85,1,SEVERE
PT-0707,Assam (Dima Hasao),25.36972,92.5792,2669,38.84,86,0.77,9.82,2.12,0.43,2.76,89.3,108.6,65.9,1.09,0,MODERATE
PT-0708,Manipur,25.53851,94.04507,1874,41.06,56,0.93,9.29,0.35,0.47,2.09,7.4,68.3,61.7,1.25,0,LOW
PT-0709,Arunachal Pradesh,27.94437,92.14313,2475,44.51,80,0.82,2.31,1.42,0.38,2.71,19.2,186.8,85.4,0.9,1,SEVERE
PT-0710,Arunachal Pradesh,27.20848,91.9198,1921,49.5,324,0.85,2.21,1.33,0.4,1.48,31.8,126.7,69.7,1.41,0,LOW
PT-0711,Tripura,23.65912,91.48829,1105,39.09,109,0.53,6.17,1.27,0.38,1.39,15.3,93.0,66.3,1.65,0,LOW
PT-0712,Arunachal Pradesh,27.56108,92.03833,2607,46.7,118,0.9,4.26,1.13,0.38,2.32,17.5,68.6,64.7,1.07,0,MODERATE
PT-0713,Mizoram,23.62351,92.64661,2568,40.13,90,0.86,3.76,0.34,0.45,2.55,26.8,174.6,83.3,1.01,1,SEVERE
PT-0714,Manipur,25.48467,93.45476,2372,37.41,209,0.8,6.69,0.65,0.41,1.86,25.4,190.9,84.7,1.29,1,SEVERE
PT-0715,Assam (Dima Hasao),24.97781,93.39223,2360,32.23,293,0.94,5.92,1.74,0.42,3.13,10.8,114.9,74.8,1.14,0,MODERATE
PT-0716,Sikkim,27.6929,88.1083,1528,37.36,283,0.79,2.13,0.54,0.44,3.17,22.8,156.2,77.3,0.98,1,HIGH
PT-0717,Meghalaya,25.60278,92.1578,2615,38.61,6,0.74,3.25,2.07,0.36,1.88,8.5,73.2,58.4,1.41,0,LOW
PT-0718,Assam (Dima Hasao),24.61053,93.3099,1710,37.82,205,0.79,7.37,0.67,0.37,1.16,39.3,122.8,67.2,1.92,0,LOW
PT-0719,Meghalaya,24.62467,92.46583,2477,25.03,159,0.89,4.58,1.66,0.51,2.01,174.1,284.2,98.0,1.57,0,LOW
PT-0720,Manipur,24.77167,94.58026,1979,30.01,359,0.9,3.7,0.14,0.5,1.87,39.5,72.4,58.2,1.74,0,LOW
PT-0721,Sikkim,27.20682,88.27854,2598,35.4,329,0.84,2.39,1.42,0.39,2.23,142.4,255.3,97.0,1.12,0,MODERATE
PT-0722,Manipur,25.39979,93.98822,1683,36.36,119,0.8,4.7,0.96,0.49,2.84,58.4,172.2,86.6,1.0,1,SEVERE
PT-0723,Mizoram,23.94848,93.01605,1777,42.61,160,0.96,3.47,1.07,0.39,2.22,38.0,205.0,89.4,1.03,1,SEVERE
PT-0724,Nagaland,25.53082,94.29826,2659,45.53,85,0.84,7.6,0.34,0.43,2.09,28.6,66.7,63.4,1.16,0,MODERATE
PT-0725,Manipur,25.13929,93.7761,2245,32.25,346,0.84,3.97,1.97,0.49,1.37,57.8,205.3,94.7,1.7,0,LOW
PT-0726,Arunachal Pradesh,27.60326,91.55149,2529,26.88,69,0.75,4.64,1.1,0.5,1.39,240.0,255.9,98.0,1.91,0,LOW
PT-0727,Assam (Dima Hasao),25.40285,93.05528,2133,33.7,239,0.88,4.17,1.44,0.53,1.76,10.7,72.6,65.1,1.59,0,LOW
PT-0728,Manipur,25.36136,93.7869,1879,32.59,130,0.9,5.57,0.53,0.49,1.23,9.8,117.8,67.2,2.04,0,LOW
PT-0729,Manipur,25.05619,94.34637,1975,32.94,315,0.92,4.6,0.45,0.52,3.18,81.3,120.5,68.2,1.16,0,MODERATE
PT-0730,Sikkim,27.11801,89.07514,2404,50.5,225,0.87,3.6,0.74,0.37,1.53,74.3,205.8,88.8,1.29,1,SEVERE
PT-0731,Arunachal Pradesh,27.61682,92.30994,1609,54.24,324,0.89,4.61,1.86,0.31,2.08,35.8,142.9,75.8,1.06,0,MODERATE
PT-0732,Arunachal Pradesh,27.19361,92.28937,1866,51.91,177,0.87,2.1,1.28,0.4,3.07,9.9,148.3,72.7,0.82,1,HIGH
PT-0733,Tripura,23.75319,91.48387,1549,20.26,188,0.71,7.75,0.13,0.54,2.42,22.9,202.2,91.5,1.78,0,LOW
PT-0734,Mizoram,23.87032,93.27537,1574,46.65,241,0.97,5.3,1.13,0.36,2.92,41.3,62.6,54.1,0.98,1,HIGH
PT-0735,Meghalaya,25.35677,91.97229,1942,37.85,61,0.74,5.74,0.23,0.37,2.2,13.7,130.0,68.8,1.25,0,LOW
PT-0736,Arunachal Pradesh,28.05728,91.45306,2291,55.96,187,0.82,8.56,0.95,0.34,2.47,87.2,185.0,88.0,0.89,1,SEVERE
